From	Entry	Entry Name	Protein names	Gene Names
ADD1	P35611	ADDA_HUMAN	Alpha-adducin (Erythrocyte adducin subunit alpha)	ADD1 ADDA
ADD2	P35612	ADDB_HUMAN	Beta-adducin (Erythrocyte adducin subunit beta)	ADD2 ADDB
ADD3	Q9UEY8	ADDG_HUMAN	Gamma-adducin (Adducin-like protein 70)	ADD3 ADDL
ADGB	Q8N7X0	ADGB_HUMAN	Androglobin (Calpain-7-like protein)	ADGB C6orf103 CAPN7L
ADGRF1	Q5T601	AGRF1_HUMAN	Adhesion G-protein coupled receptor F1 (G protein-coupled receptor 110) (G protein-coupled receptor KPG_012) (G protein-coupled receptor PGR19)	ADGRF1 GPR110 PGR19
ADGRL2	O95490	AGRL2_HUMAN	Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin homolog 1) (Latrophilin-2) (Lectomedin-1)	ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2
ADH5	P11766	ADHX_HUMAN	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	ADH5 ADHX FDH
ADH7	P40394	ADH7_HUMAN	All-trans-retinol dehydrogenase [NAD(+)] ADH7 (EC 1.1.1.105) (Alcohol dehydrogenase class 4 mu/sigma chain) (EC 1.1.1.1) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Omega-hydroxydecanoate dehydrogenase ADH7) (EC 1.1.1.66) (Retinol dehydrogenase)	ADH7
ADI1	Q9BV57	MTND_HUMAN	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L)	ADI1 MTCBP1 HMFT1638
ADK	P55263	ADK_HUMAN	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	ADK
ADNP	Q9H2P0	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	ADNP ADNP1 KIAA0784
ADNP2	Q6IQ32	ADNP2_HUMAN	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	ADNP2 KIAA0863 ZNF508
ADO	Q96SZ5	AEDO_HUMAN	2-aminoethanethiol dioxygenase (EC 1.13.11.19) (Cysteamine dioxygenase)	ADO C10orf22
ADPGK	Q9BRR6	ADPGK_HUMAN	ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)	ADPGK PSEC0260
ADPRH	P54922	ADPRH_HUMAN	ADP-ribosylhydrolase ARH1 (EC 3.2.2.19) (ADP-ribose-L-arginine cleaving enzyme) ([Protein ADP-ribosylarginine] hydrolase) (ADP-ribosylarginine hydrolase) (hARH1)	ADPRH ARH1
ADPRHL2	Q9NX46	ADPRS_HUMAN	ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	ADPRS ADPRHL2 ARH3
ADRBK1	P25098	ARBK1_HUMAN	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	GRK2 ADRBK1 BARK BARK1
ADRM1	Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110
ADSL	P30566	PUR8_HUMAN	Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ADSL AMPS
ADSS	P30520	PURA2_HUMAN	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS2 ADSS
ADSSL1	Q8N142	PURA1_HUMAN	Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (Adenylosuccinate synthetase-like 1) (AdSSL1) (IMP--aspartate ligase 1)	ADSS1 ADSSL1
AEBP2	Q6ZN18	AEBP2_HUMAN	Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2)	AEBP2
AEN	Q8WTP8	AEN_HUMAN	Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1)	AEN ISG20L1 SBBI58
AES	Q08117	TLE5_HUMAN	TLE family member 5 (Amino-terminal enhancer of split) (Amino enhancer of split) (Gp130-associated protein GAM) (Grg-5) (Groucho-related protein 5) (Protein ESP1) (Protein GRG) (TLE family member 5, transcriptional modulator)	TLE5 AES GRG GRG5
AFF1	P51825	AFF1_HUMAN	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	AFF1 AF4 FEL MLLT2 PBM1
AFF3	P51826	AFF3_HUMAN	AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4) (Protein LAF-4)	AFF3 LAF4
AFF4	Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	AFF4 AF5Q31 MCEF HSPC092
AFG3L2	Q9Y4W6	AFG32_HUMAN	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	AFG3L2
AFP	P02771	FETA_HUMAN	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	AFP HPAFP
AFTPH	Q6ULP2	AFTIN_HUMAN	Aftiphilin	AFTPH AFTH
AGA	P20933	ASPG_HUMAN	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	AGA
AGAP1	Q9UPQ3	AGAP1_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)	AGAP1 CENTG2 KIAA1099
AGAP2	Q99490	AGAP2_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)	AGAP2 CENTG1 KIAA0167
AGAP3	Q96P47	AGAP3_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)	AGAP3 CENTG3
AGFG1	P52594	AGFG1_HUMAN	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP
AGFG2	O95081	AGFG2_HUMAN	Arf-GAP domain and FG repeat-containing protein 2 (HIV-1 Rev-binding protein-like protein) (Rev/Rex activation domain-binding protein related) (RAB-R)	AGFG2 HRBL RABR
AGGF1	Q8N302	AGGF1_HUMAN	Angiogenic factor with G patch and FHA domains 1 (Angiogenic factor VG5Q) (hVG5Q) (G patch domain-containing protein 7) (Vasculogenesis gene on 5q protein)	AGGF1 GPATC7 GPATCH7 VG5Q
AGK	Q53H12	AGK_HUMAN	Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)	AGK MULK
AGL	P35573	GDE_HUMAN	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	AGL GDE
AGO1	Q9UL18	AGO1_HUMAN	Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99)	AGO1 EIF2C1
AGO2	Q9UKV8	AGO2_HUMAN	Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer)	AGO2 EIF2C2
AGO3	Q9H9G7	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	AGO3 EIF2C3
AGPAT1	Q99943	PLCA_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 1) (1-AGP acyltransferase 1) (1-AGPAT 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha) (Protein G15)	AGPAT1 G15
AGPAT2	O15120	PLCB_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta)	AGPAT2
AGPAT3	Q9NRZ7	PLCC_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma)	AGPAT3 LPAAT3 UNQ759/PRO1490
AGPAT5	Q9NUQ2	PLCE_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon)	AGPAT5
AGPAT6	Q86UL3	GPAT4_HUMAN	Glycerol-3-phosphate acyltransferase 4 (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase 6) (1-AGP acyltransferase 6) (1-AGPAT 6) (Acyl-CoA:glycerol-3-phosphate acyltransferase 4) (Lysophosphatidic acid acyltransferase zeta) (LPAAT-zeta) (Testis spermatogenesis apoptosis-related protein 7) (TSARG7)	GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108
AGPAT9	Q53EU6	GPAT3_HUMAN	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1)	GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492
AGPS	O00116	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5
AGRN	O00468	AGRIN_HUMAN	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]	AGRN AGRIN
AGTRAP	Q6RW13	ATRAP_HUMAN	Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein)	AGTRAP ATRAP
AHCTF1	Q8WYP5	ELYS_HUMAN	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	AHCTF1 ELYS TMBS62 MSTP108
AHCY	P23526	SAHH_HUMAN	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH
AHCYL1	O43865	SAHH2_HUMAN	S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	AHCYL1 DCAL IRBIT XPVKONA
AHCYL2	Q96HN2	SAHH3_HUMAN	Adenosylhomocysteinase 3 (AdoHcyase 3) (EC 3.13.2.1) (IP(3)Rs binding protein released with IP(3) 2) (IRBIT2) (Long-IRBIT) (S-adenosyl-L-homocysteine hydrolase 3) (S-adenosylhomocysteine hydrolase-like protein 2)	AHCYL2 KIAA0828
AHDC1	Q5TGY3	AHDC1_HUMAN	Transcription factor Gibbin (AT-hook DNA-binding motif-containing protein 1)	AHDC1
AHNAK	Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK (Desmoyokin)	AHNAK PM227
AHSA1	O95433	AHSA1_HUMAN	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)	AHSA1 C14orf3 HSPC322
AHSA2	Q719I0	AHSA2_HUMAN	Putative activator of 90 kDa heat shock protein ATPase homolog 2 (Activator of HSP90 ATPase homolog 2 pseudogene)	AHSA2P AHSA2
AHSG	P02765	FETUA_HUMAN	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	AHSG FETUA PRO2743
AIDA	Q96BJ3	AIDA_HUMAN	Axin interactor, dorsalization-associated protein (Axin interaction partner and dorsalization antagonist)	AIDA C1orf80
AIFM1	O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)	AIFM1 AIF PDCD8
AIFM2	Q9BRQ8	FSP1_HUMAN	Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein)	AIFM2 AMID PRG3
AIG1	Q9NVV5	AIG1_HUMAN	Androgen-induced gene 1 protein (AIG-1) (Fatty acid esters of hydroxy fatty acids hydrolase AIG1) (FAHFA hydrolase AIG1) (EC 3.1.-.-)	AIG1 CGI-103
AIMP1	Q12904	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	AIMP1 EMAP2 SCYE1
AIMP2	Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992
AIP	O00170	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2
AIP	Q9NWT8	AKIP_HUMAN	Small ribosomal subunit protein mS38 (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Aurora kinase A-interacting protein) (AURKA-interacting protein)	AURKAIP1 AIP AKIP MRPS38
AK1	P00568	KAD1_HUMAN	Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.10) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase)	AK1
AK2	P54819	KAD2_HUMAN	Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]	AK2 ADK2
AK3	P27144	KAD4_HUMAN	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	AK4 AK3 AK3L1
AK3	Q9UIJ7	KAD3_HUMAN	GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)	AK3 AK3L1 AK6 AKL3L
AK4	P27144	KAD4_HUMAN	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	AK4 AK3 AK3L1
AKAP1	Q92667	AKAP1_HUMAN	A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)	AKAP1 AKAP149 PRKA1
AKAP10	O43572	AKA10_HUMAN	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	AKAP10
AKAP11	Q9UKA4	AKA11_HUMAN	A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11)	AKAP11 AKAP220 KIAA0629
AKAP13	Q12802	AKP13_HUMAN	A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47)	AKAP13 BRX HT31 LBC
AKAP17A	Q02040	AK17A_HUMAN	A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)	AKAP17A CXYorf3 DXYS155E SFRS17A XE7
AKAP8	O43823	AKAP8_HUMAN	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	AKAP8 AKAP95
AKAP8L	Q9ULX6	AKP8L_HUMAN	A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)	AKAP8L NAKAP NAKAP95 HRIHFB2018
AKAP9	Q99996	AKAP9_HUMAN	A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao)	AKAP9 AKAP350 AKAP450 KIAA0803
AKR1A1	P14550	AK1A1_HUMAN	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	AKR1A1 ALDR1 ALR
AKR1B1	P15121	ALDR_HUMAN	Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR) (EC 1.1.1.21)	AKR1B1 ALDR1 ALR2
AKR1B10	O60218	AK1BA_HUMAN	Aldo-keto reductase family 1 member B10 (EC 1.1.1.300) (EC 1.1.1.54) (ARL-1) (Aldose reductase-like) (Aldose reductase-related protein) (ARP) (hARP) (Small intestine reductase) (SI reductase)	AKR1B10 AKR1B11
AKR1C2	P52895	AK1C2_HUMAN	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)	AKR1C2 DDH2
AKR1C3	P42330	AK1C3_HUMAN	Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (EC 1.1.1.210) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239, EC 1.1.1.64)	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS
AKR1E2	Q96JD6	AKCL2_HUMAN	1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E2) (LoopADR) (Testis aldo-keto reductase) (htAKR) (Testis-specific protein) (hTSP)	AKR1E2 AKR1CL2 AKRDC1
AKR7A2	O43488	ARK72_HUMAN	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	AKR7A2 AFAR AFAR1 AKR7
AKT1	P31749	AKT1_HUMAN	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC
AKT1S1	Q96B36	AKTS1_HUMAN	Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate)	AKT1S1 PRAS40
AKT2	P31751	AKT2_HUMAN	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	AKT2
ALAD	P13716	HEM2_HUMAN	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD
ALAS1	P13196	HEM1_HUMAN	5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)	ALAS1 ALAS3 ALASH OK/SW-cl.121
ALAS2	P22557	HEM0_HUMAN	5-aminolevulinate synthase, erythroid-specific, mitochondrial (ALAS-E) (EC 2.3.1.37) (5-aminolevulinic acid synthase 2) (Delta-ALA synthase 2) (Delta-aminolevulinate synthase 2)	ALAS2 ALASE ASB
ALB	P02768	ALBU_HUMAN	Albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341
ALB	Q8TES7	FBF1_HUMAN	Fas-binding factor 1 (FBF-1) (Protein albatross)	FBF1 ALB KIAA1863
ALDH16A1	Q8IZ83	A16A1_HUMAN	Aldehyde dehydrogenase family 16 member A1	ALDH16A1
ALDH18A1	P54886	P5CS_HUMAN	Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]	ALDH18A1 GSAS P5CS PYCS
ALDH1A1	P00352	AL1A1_HUMAN	Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)	ALDH1A1 ALDC ALDH1 PUMB1
ALDH1A2	O94788	AL1A2_HUMAN	Retinal dehydrogenase 2 (RALDH 2) (RalDH2) (EC 1.2.1.36) (Aldehyde dehydrogenase family 1 member A2) (ALDH1A2) (Retinaldehyde-specific dehydrogenase type 2) (RALDH(II))	ALDH1A2 RALDH2
ALDH1B1	P30837	AL1B1_HUMAN	Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)	ALDH1B1 ALDH5 ALDHX
ALDH1L1	O75891	AL1L1_HUMAN	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)	ALDH1L1 FTHFD
ALDH1L2	Q3SY69	AL1L2_HUMAN	Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2)	ALDH1L2
ALDH2	P05091	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2 ALDM
ALDH3A2	P51648	AL3A2_HUMAN	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH
ALDH4A1	P30038	AL4A1_HUMAN	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	ALDH4A1 ALDH4 P5CDH
ALDH5A1	P51649	SSDH_HUMAN	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	ALDH5A1 SSADH
